ordinal,frame_key,split,source,why,status,in_manifest,settled_reference,settled_adjudication,primary_raters,allocation,allocation_g384
531,c822ee49f2fbedcc32f47b19daf12acbc82f9bd97d770dc3b33cd202c797de07,development,sealed,CENTRE-GAP,SETTLED-G384,1,1,1,2,COMPLETE,COMPLETE
532,cb38f5846393f5c265f3c46a326277ec99fa139d615322ba5d2dba277d66be7b,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
533,cbcac3d74a867a70882820740b59fede2dd69ef455fb805bc58a1ca56eed253f,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
534,cd44868f53a2b5d0bcb3f5df980fe58f4e0a7dd414da4f639ff24443912e88fe,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
535,ceb578923915b5469c15bfc27a34660f304e2244a42d4a48228ff4d033901694,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
536,cee1530bf9195ce8f20672a014f24ab73a04b41000112e03cc3103a9bc0aa46c,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
537,d16ef963f9fa50e4135a8333965a0588c25576961e790a64ac759bf5cab3942b,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
538,d24ac86aa7ba64d870f7af0ea3a0b5260cdef25e78d54ca8dbfdb75c35b93b78,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
539,d2a668fbeec06def70b50253d68d47295e3e6135d27436fd6aec306721f356c1,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
540,d377d870327deaab186158c707e9e5dc48aad395333b76fc9d0fc69790542867,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
541,d3e2aa486b5bfb8cec472cd36d1ac53d711ac406c227bf5699848a93ec59050f,development,sealed,LABEL-DISAGREEMENT,SETTLED-G384,1,1,1,2,COMPLETE,COMPLETE
542,d42bca0144652c3c6af2e91c8ef726d9a4fc32a2fc6e14095514da5199699192,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
543,d43765e3deb55ea4f2aa5c35d86e3a7dc64ea26bfe62d9d5582c158da8293ff7,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
544,d5082752eaba097c3035d9adb80efeaa6109ff71a5caa026861365ad9d461233,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
545,d59480f9b498cc710e78436a2d940eac320668e92fab7086d2d5026cf380446d,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
546,d727d5b07bf5a0a7f68837307ff260a12a7e3163f45d5fba4a6e608291a3823b,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
547,d8aa51bcedf5b6314fd9eaf2f43803a6b73cb724a93e6bd6120953ab4b7196f2,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
548,d8b71b236e3fcb8714ab4234c6192af52e6ac682e1163a880be84c907c71667f,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
549,d935e975e0a8292121501de9866e7cb8710ec5f4b471ef2f7e3a1ff215013d8f,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
550,da152a192732381bd61278c32c8cc126d803631c48e73d8d2e923d360f5b8386,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
551,da67841f4345b5b7edf3f20c98d13ae2e8c9b9a4f05946f0e8a7cb4663efd5d6,development,extra,CENTRE-GAP,SETTLED-G384,1,1,1,2,COMPLETE,COMPLETE
552,dad6f3f8d4d54a7dfa5db5a15ea5aaa6cd0b327195b0cf6703ce0f8b0ede9606,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
553,db49e3dc015de9f52fe2ea47810e1ea60213f6cdeadbd884ae5f37e3ca2793b0,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
554,db6c83f5327fb31a641ac0a512d8f7c203b8ec9416e0185f0762ab03997837a6,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
555,dbbc4dcf2732bb135a017bf9bd31bbd92979f356375ff9daff5494cdd22d7165,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
556,dc0c28e9374e18f9a92441b8f9459e0300713e12f2c164d0d2f07d87755c4bd0,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
557,dceb30c775bdff9a1bd07e6e269e37c9c1b1e628073ecc172436beb2500e549a,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
558,dd5deee8e3b4502cbda9ea36e30509e77697479a0d94e0ccff6d602019aa5f3c,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
559,de0cc3cf57ce7c958c9fc4d723ed30c4497c02170e6c817c91a5b480044b4af2,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
560,defe3c0d1e5b03d1838a890e52849dac4a007c54d71ba1ba3b393bcbb3f40124,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
561,e0cd56a400a9b26b26c3aabb1994c1ee14da8a467eccc6161bc30060b4184991,development,extra,LABEL-DISAGREEMENT,SETTLED-G384,1,1,1,2,COMPLETE,COMPLETE
562,e1ffcf35aa4328f0ddb050f9cc7d11d65e047f5adf73a404311ca539246c75be,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
563,e463c48202f2d155e4545d2e726b1e8dfcd6e3206b331bfed34cba705f79a0e8,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
564,e59a47671c939a2fac174ef719417bf6603a0515a5980131ce2f9a28ec535f9c,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
565,e5c7cb72f83fa496bc3184c61096d327e2971c52977999c6792a68037704c3ad,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
566,e77c98c41e982028acfbee8a02b3c6b73e37a8154fde2c7a9ac52342845a39d1,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
567,e7f0423fca786cb8825073fc441c3ee49f8b86cdd8e1423ee75932c0a497fa13,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
568,e99a19ae2822107ad333278c4a9286f6c5cef3d824129e5c7a6f924948dcebd6,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
569,e9a686856100d65a562621af0d9f4d268d32b44ec363fd0382391c47eb41c5dd,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
570,e9eabd2541fcdefc0ab625ef0f0684c41f4c52b01243f8a0d7df71b4908d695b,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
571,e9fe387a041cc4240edb0ff0d05494312c538d6d83bbe50c90d275dd0f070bc0,development,sealed,CENTRE-GAP,SETTLED-G384,1,1,1,2,COMPLETE,COMPLETE
572,ea5ff4d2d591eda627f24149dd17f61bf78cbb5634a20d2a657f0a685f4c532e,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
573,eb263ece4b97b5e0cc72dc93962931240e59e3508497cea948e91866f35bd5c9,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
574,ed28f554ab708533808caf2354a45ac6f2173c1c030504be0bb9045575a49ed4,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
575,ee76f9191cdbd8d5027d46596a903214dfcbc5bc2ff5f55c377abe4dc4fe6fea,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
576,ef826f16df2b6357674340f2e44f7abff82a3ed2e66b63e3caba7da12d8c8619,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
577,efb29f910a9cff50380d3504e314d1f7a24f3dc11dfefa739b6f412ab62a048b,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
578,f0a88241b612d84cad54d4a4f0b1a327b09a5b8509ff65d9230f0c73d240149a,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
579,f15fccffca03276c1d8633ea654df2261496ddb605f7b304fe28a00fd21910fd,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
580,f2f19e07e189ad0f8f4e8aae40dbe47995d9fa9ab437d49f521d47cd084a602e,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
581,f39e98b6c40929376130fb6c59f3a4725854b2b998806444da915e89067ec003,development,extra,CENTRE-GAP,SETTLED-G384,1,1,1,2,COMPLETE,COMPLETE
582,f442c7b355e0d3c2fef1eab175358a9adaa17b9512436ec645af7e227497ced1,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
583,f45aa38f9fe625ae43a4ed6c84c0a8389d9291e58fb24a1502151adce2c67903,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
584,f4b8c2436cf9bcb5f988bcc06f60178dfadd942e7896cf4c275ca4c417a5cb80,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
585,f712f1fe0a07c7c6ed44cea23ad08f08e34fb8267635e8ad65f195e7c89d76fe,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
586,f87b8ea1887d1d2393139e48fe6079d80206809a4184acec725feafb4ddba02e,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
587,f8f985b5dbdef19f9d7fc80281e9d73711619c6e39d9c18287802fedd3c3d7f8,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
588,fb8993f79ed1da944090a4c404d2f728c9df8070bd0c328f3c03533de062075f,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
589,fbda48df8ff799d24b5917944fc848319dd73d13fc0370366a95338347039437,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
590,fc12e97c2520e53ad321f09e2b3b643f3e1231725432085751c8bf3bf6f3a94a,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
591,fdae9452f4bc08115aacaadc81678ba2cd53976e10a90d2c150b4935d59d204b,development,extra,LABEL-DISAGREEMENT,SETTLED-G384,1,1,1,2,COMPLETE,COMPLETE
592,fdb7c19c0baea25d0ad3c01a57c81665987b1ac401c8fac6ab0a5891ae4fa36c,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
593,fdfa02eec605709d6f190ac0f44f3aae3009c3e9a498587e98db0d51514d1c61,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
594,fe22e0d21948082bf65a2c94a391c21230a8b1bee5ef7467f8e1b2f9cbb0c8eb,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
595,fe469757cfaa2715ded2260b727f2cb386695566d00ba29c0dc4914ebaaa3a2e,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
596,ffd026648ce2097d744fb53db6bf70ffdfe6a14cd7cab41df4105f38fa895007,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
